,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,closest,approx_distance_miles,Station_Name,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
160,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),24,14th & R St NW,42.0,19,38.913046,-77.03200799999999,active,POINT(-77.032008 38.913046),True,0.2101418894786813,14th & R St NW,-1,18,0,19,38.913046,-77.03200799999998,2020-08-17 09:03:05,False,True
161,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),23,15th & P St NW,42.0,19,38.90985,-77.034438,active,POINT(-77.034438 38.90985),True,0.27585089863071355,15th & P St NW,8,9,1,19,38.909868,-77.034421,2020-08-17 09:03:05,True,True
162,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),23,15th & P St NW,42.0,19,38.90985,-77.034438,active,POINT(-77.034438 38.90985),True,0.22463048854305015,15th & P St NW,8,9,1,19,38.909868,-77.034421,2020-08-17 09:03:05,True,True
163,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),23,15th & P St NW,42.0,19,38.90985,-77.034438,active,POINT(-77.034438 38.90985),True,0.10433168317970244,15th & P St NW,8,9,1,19,38.909868,-77.034421,2020-08-17 09:03:05,True,True
164,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),44,Georgia Ave and Fairmont St NW,42.0,11,38.9249,-77.0222,active,POINT(-77.0222 38.9249),True,0.07035523563237088,Georgia Ave and Fairmont St NW,0,11,0,11,38.9249,-77.0222,2020-08-17 09:03:05,False,True
165,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),44,Georgia Ave and Fairmont St NW,42.0,11,38.9249,-77.0222,active,POINT(-77.0222 38.9249),True,0.22158464361595803,Georgia Ave and Fairmont St NW,0,11,0,11,38.9249,-77.0222,2020-08-17 09:03:05,False,True
166,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),148,Columbia Rd & Georgia Ave NW,42.0,19,38.92812111132096,-77.02379465103151,active,POINT(-77.0237946510315 38.928121111321),True,0.2906896225847692,Columbia Rd & Georgia Ave NW,10,9,0,19,38.92812111132096,-77.02379465103151,2020-08-17 09:03:05,True,True
167,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),148,Columbia Rd & Georgia Ave NW,42.0,19,38.92812111132096,-77.02379465103151,active,POINT(-77.0237946510315 38.928121111321),True,0.4554673750292594,Columbia Rd & Georgia Ave NW,10,9,0,19,38.92812111132096,-77.02379465103151,2020-08-17 09:03:05,True,True
168,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),484,11th & Girard St NW,42.0,19,38.925636,-77.027112,active,POINT(-77.027112 38.925636),True,0.3383677462687817,11th & Girard St NW,9,10,0,19,38.925636,-77.027112,2020-08-17 09:03:05,True,True
169,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),484,11th & Girard St NW,42.0,19,38.925636,-77.027112,active,POINT(-77.027112 38.925636),True,0.4587174171375421,11th & Girard St NW,9,10,0,19,38.925636,-77.027112,2020-08-17 09:03:05,True,True
170,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),274,10th & Florida Ave NW,42.0,19,38.920387,-77.025672,active,POINT(-77.025672 38.920387),True,0.3814985631689405,10th & Florida Ave NW,5,12,0,19,38.920387,-77.025672,2020-08-17 09:03:05,True,True
171,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),274,10th & Florida Ave NW,42.0,19,38.920387,-77.025672,active,POINT(-77.025672 38.920387),True,0.34880469351767374,10th & Florida Ave NW,5,12,0,19,38.920387,-77.025672,2020-08-17 09:03:05,True,True
172,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),16,11th & Kenyon St NW,42.0,27,38.929464,-77.027822,active,POINT(-77.027822 38.929464),True,0.501564160506464,11th & Kenyon St NW,21,2,1,27,38.929464,-77.027822,2020-08-17 09:03:05,True,False
173,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),16,11th & Kenyon St NW,42.0,27,38.929464,-77.027822,active,POINT(-77.027822 38.929464),True,0.4152730278037047,11th & Kenyon St NW,21,2,1,27,38.929464,-77.027822,2020-08-17 09:03:05,True,False
174,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),249,3rd & Elm St NW,42.0,15,38.917621999999994,-77.01597,active,POINT(-77.01597 38.917622),True,0.38346004974930825,3rd & Elm St NW,7,7,0,15,38.917622,-77.01597,2020-08-17 09:03:05,True,True
175,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),26,20th & E St NW,42.0,15,38.8963,-77.045,active,POINT(-77.045 38.8963),True,0.18189904921311853,20th & E St NW,4,11,0,15,38.8963,-77.045,2020-08-17 09:03:05,True,True
176,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),26,20th & E St NW,42.0,15,38.8963,-77.045,active,POINT(-77.045 38.8963),True,0.18850270975634809,20th & E St NW,4,11,0,15,38.8963,-77.045,2020-08-17 09:03:05,True,True
177,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),46,20th St & Florida Ave NW,42.0,15,38.9154,-77.0446,active,POINT(-77.0446 38.9154),True,0.07290761995868845,20th St & Florida Ave NW,8,5,1,15,38.9154,-77.0446,2020-08-17 09:03:05,True,True
178,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),46,20th St & Florida Ave NW,42.0,15,38.9154,-77.0446,active,POINT(-77.0446 38.9154),True,0.22324234083030586,20th St & Florida Ave NW,8,5,1,15,38.9154,-77.0446,2020-08-17 09:03:05,True,True
179,Woodrow Wilson House,2340 S STREET NW,-77.05170373,38.91385408,218994,POINT(-77.05170373 38.91385408),46,20th St & Florida Ave NW,42.0,15,38.9154,-77.0446,active,POINT(-77.0446 38.9154),True,0.39664019084639773,20th St & Florida Ave NW,8,5,1,15,38.9154,-77.0446,2020-08-17 09:03:05,True,True
180,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),351,18th & R St NW,42.0,19,38.912648,-77.041834,active,POINT(-77.041834 38.912648),True,0.16857642810051754,18th & R St NW,14,1,1,19,38.912648,-77.041834,2020-08-17 09:03:05,True,False
181,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),351,18th & R St NW,42.0,19,38.912648,-77.041834,active,POINT(-77.041834 38.912648),True,0.018870714051699128,18th & R St NW,14,1,1,19,38.912648,-77.041834,2020-08-17 09:03:05,True,False
182,Whittemore House,1526 NEW HAMPSHIRE AVENUE NW,-77.04266708,38.91093038,225724,POINT(-77.04266708 38.91093038),351,18th & R St NW,42.0,19,38.912648,-77.041834,active,POINT(-77.041834 38.912648),True,0.1268737440436907,18th & R St NW,14,1,1,19,38.912648,-77.041834,2020-08-17 09:03:05,True,False
183,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),149,California St & Florida Ave NW,42.0,19,38.917761,-77.04061999999999,active,POINT(-77.04062 38.917761),True,0.27585514601690464,California St & Florida Ave NW,4,11,0,19,38.917761,-77.04061999999998,2020-08-17 09:03:05,True,True
184,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),149,California St & Florida Ave NW,42.0,19,38.917761,-77.04061999999999,active,POINT(-77.04062 38.917761),True,0.21456789482342614,California St & Florida Ave NW,4,11,0,19,38.917761,-77.04061999999998,2020-08-17 09:03:05,True,True
185,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),590,Grant Circle,42.0,19,38.942024743273045,-77.01822102069855,active,POINT(-77.0182210206985 38.9420247432731),True,0.34756032760967104,Grant Circle,0,19,0,19,38.942024743273045,-77.01822102069855,2020-08-17 09:03:05,False,True
186,The Saint John Paul II National Shrine,3900 HAREWOOD ROAD NE,-77.00466482,38.93775908,288031,POINT(-77.00466482 38.93775908),590,Grant Circle,42.0,19,38.942024743273045,-77.01822102069855,active,POINT(-77.0182210206985 38.9420247432731),True,0.7860545118816638,Grant Circle,0,19,0,19,38.942024743273045,-77.01822102069855,2020-08-17 09:03:05,False,True
187,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),540,Kansas Ave & Sherman Cr NW,42.0,19,38.948057,-77.021467,active,POINT(-77.021467 38.948057),True,0.6817076083933988,Kansas Ave & Sherman Cr NW,5,14,0,19,38.948057,-77.021467,2020-08-17 09:03:05,True,True
188,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),554,New Hampshire & Gallatin St NW,42.0,19,38.951596,-77.01280799999999,active,POINT(-77.012808 38.951596),True,0.6861501886052818,New Hampshire & Gallatin St NW,8,11,0,19,38.951596,-77.01280799999998,2020-08-17 09:03:05,True,True
189,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),146,9th & Upshur St NW,42.0,15,38.9418,-77.0251,active,POINT(-77.0251 38.9418),True,0.7166245903711849,9th & Upshur St NW,8,7,0,15,38.9418,-77.0251,2020-08-17 09:03:05,True,True
190,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),28,Georgia & New Hampshire Ave NW,42.0,19,38.9366839345886,-77.02418088912965,active,POINT(-77.0241808891296 38.9366839345886),True,0.7519011913850595,Georgia & New Hampshire Ave NW,7,12,0,19,38.9366839345886,-77.02418088912964,2020-08-17 09:03:05,True,True
191,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),28,Georgia & New Hampshire Ave NW,42.0,19,38.9366839345886,-77.02418088912965,active,POINT(-77.0241808891296 38.9366839345886),True,0.12878642476038835,Georgia & New Hampshire Ave NW,7,12,0,19,38.9366839345886,-77.02418088912964,2020-08-17 09:03:05,True,True
192,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),25,14th & Rhode Island Ave NW,42.0,23,38.9086,-77.0323,active,POINT(-77.0323 38.9086),True,0.08281722131910646,14th & Rhode Island Ave NW,10,13,0,23,38.9086,-77.0323,2020-08-17 09:03:05,True,True
193,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),25,14th & Rhode Island Ave NW,42.0,23,38.9086,-77.0323,active,POINT(-77.0323 38.9086),True,0.10126589770159886,14th & Rhode Island Ave NW,10,13,0,23,38.9086,-77.0323,2020-08-17 09:03:05,True,True
194,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),True,0.17978007173567165,Thomas Circle,9,24,0,33,38.9059,-77.0325,2020-08-17 09:03:05,True,True
195,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),True,0.19171101173406266,Thomas Circle,9,24,0,33,38.9059,-77.0325,2020-08-17 09:03:05,True,True
196,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),399,11th & O St NW,42.0,19,38.908429999999996,-77.02714,active,POINT(-77.02714 38.90843),True,0.20104429315303912,11th & O St NW,6,13,0,19,38.90843,-77.02714,2020-08-17 09:03:05,True,True
197,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),115,11th & M St NW,42.0,19,38.905607,-77.027137,active,POINT(-77.027137 38.905607),True,0.2673774831758847,11th & M St NW,11,8,0,19,38.9055785,-77.027313,2020-08-17 09:03:05,True,True
198,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),214,18th St & Wyoming Ave NW,42.0,23,38.918809,-77.04157099999999,active,POINT(-77.041571 38.918809),True,0.20662737630613748,18th St & Wyoming Ave NW,14,9,0,23,38.918809,-77.04157099999998,2020-08-17 09:03:05,True,True
199,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),453,15th & W St NW,42.0,19,38.919086,-77.034502,active,POINT(-77.034502 38.919086),True,0.21282207588092106,15th & W St NW,10,8,0,18,38.9190185,-77.034449,2020-08-17 09:03:05,True,True
200,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),230,15th & Euclid St  NW,42.0,15,38.92333,-77.0352,active,POINT(-77.0352 38.92333),True,0.26819551121386964,15th & Euclid St  NW,11,4,0,15,38.92333,-77.0352,2020-08-17 09:03:05,True,True
201,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),230,15th & Euclid St  NW,42.0,15,38.92333,-77.0352,active,POINT(-77.0352 38.92333),True,0.15950170423269025,15th & Euclid St  NW,11,4,0,15,38.92333,-77.0352,2020-08-17 09:03:05,True,True
202,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),135,Columbia Rd & Belmont St NW,42.0,19,38.920669000000004,-77.04368000000001,active,POINT(-77.04368 38.920669),True,0.2972218067859089,Columbia Rd & Belmont St NW,10,7,0,19,38.920669,-77.04368000000002,2020-08-17 09:03:05,True,True
203,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),17,16th & Harvard St NW,42.0,33,38.926088,-77.036536,active,POINT(-77.036536 38.926088),True,0.04622106679482566,16th & Harvard St NW,25,8,1,33,38.926088,-77.036536,2020-08-17 09:03:05,True,True
204,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),397,14th & Girard St NW,42.0,23,38.925284000000005,-77.032375,active,POINT(-77.032375 38.925284),True,0.1975649394163545,14th & Girard St NW,7,14,0,23,38.92528400000001,-77.032375,2020-08-17 09:03:05,True,True
205,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),19,14th & Harvard St NW,42.0,19,38.9268,-77.0322,active,POINT(-77.0322 38.9268),True,0.22365343419049785,14th & Harvard St NW,11,8,0,19,38.9268,-77.0322,2020-08-17 09:03:05,True,True
206,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),386,16th & Irving St NW,42.0,19,38.928893,-77.03625,active,POINT(-77.03625 38.928893),True,0.23167557961806284,16th & Irving St NW,3,14,0,19,38.928893,-77.03625,2020-08-17 09:03:05,True,True
207,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),143,4th & E St SW,42.0,19,38.88412,-77.017445,active,POINT(-77.017445 38.88412),True,0.05183709798238451,4th & E St SW,7,8,1,19,38.88412,-77.017445,2020-08-17 09:03:05,True,True
208,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),142,4th & C St SW,42.0,39,38.88637194054526,-77.01770067214966,active,POINT(-77.0177006721497 38.8863719405453),True,0.11070970896712254,4th & C St SW,31,6,1,39,38.88637194054526,-77.01770067214966,2020-08-17 09:03:05,True,True
209,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),252,Washington & Independence Ave SW/HHS,42.0,31,38.886978000000006,-77.013769,active,POINT(-77.013769 38.886978),True,0.234221803964094,Washington & Independence Ave SW/HHS,19,12,1,31,38.886978000000006,-77.013769,2020-08-17 09:03:05,True,True
210,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),252,Washington & Independence Ave SW/HHS,42.0,31,38.886978000000006,-77.013769,active,POINT(-77.013769 38.886978),True,0.3204759590033852,Washington & Independence Ave SW/HHS,19,12,1,31,38.886978000000006,-77.013769,2020-08-17 09:03:05,True,True
211,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),471,7th & E St SW,42.0,19,38.88345,-77.021741,active,POINT(-77.021741 38.88345),True,0.26537398506425075,7th & E St SW,12,4,0,19,38.88345,-77.021741,2020-08-17 09:03:05,True,True
212,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),75,L'Enfant Plaza / 7th & C St SW,42.0,15,38.886266,-77.02224100000001,active,POINT(-77.022241 38.886266),True,0.29187449218640404,L'Enfant Plaza / 7th & C St SW,2,13,0,15,38.886266,-77.02224100000002,2020-08-17 09:03:05,False,True
213,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),True,0.15399217542388646,4th St & Madison Dr NW,21,8,1,31,38.8904955,-77.0172465,2020-08-17 09:03:05,True,True
214,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),True,0.30858876798248264,4th St & Madison Dr NW,21,8,1,31,38.8904955,-77.0172465,2020-08-17 09:03:05,True,True
215,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),True,0.4446244635980165,4th St & Madison Dr NW,21,8,1,31,38.8904955,-77.0172465,2020-08-17 09:03:05,True,True
216,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),76,10th St & Constitution Ave NW,42.0,31,38.893028,-77.026013,active,POINT(-77.026013 38.893028),True,0.20726818207765935,10th St & Constitution Ave NW,16,11,0,31,38.893028,-77.026013,2020-08-17 09:03:05,True,True
217,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),76,10th St & Constitution Ave NW,42.0,31,38.893028,-77.026013,active,POINT(-77.026013 38.893028),True,0.2183731634924892,10th St & Constitution Ave NW,16,11,0,31,38.893028,-77.026013,2020-08-17 09:03:05,True,True
218,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),253,Independence Ave & L'Enfant Plaza SW/DOE,42.0,15,38.887312,-77.025762,active,POINT(-77.025762 38.887312),True,0.31275630519812586,Independence Ave & L'Enfant Plaza SW/DOE,14,1,0,15,38.887312,-77.025762,2020-08-17 09:03:05,True,False
219,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),253,Independence Ave & L'Enfant Plaza SW/DOE,42.0,15,38.887312,-77.025762,active,POINT(-77.025762 38.887312),True,0.375016129211405,Independence Ave & L'Enfant Plaza SW/DOE,14,1,0,15,38.887312,-77.025762,2020-08-17 09:03:05,True,False
220,National Zoo,3001 CONNECTICUT AVENUE NW,-77.05442859,38.93061121,293230,POINT(-77.05442859 38.93061121),151,3000 Connecticut Ave NW / National Zoo,42.0,15,38.930282,-77.055599,active,POINT(-77.055599 38.930282),True,0.06690802396563117,3000 Connecticut Ave NW / National Zoo,3,10,0,15,38.930282,-77.055599,2020-08-17 09:03:05,True,True
221,National Zoo,3001 CONNECTICUT AVENUE NW,-77.05442859,38.93061121,293230,POINT(-77.05442859 38.93061121),549,Woodley Park Metro / Calvert St & Connecticut Ave NW,42.0,23,38.923389,-77.051833,active,POINT(-77.051833 38.923389),True,0.5182544681547079,Woodley Park Metro / Calvert St & Connecticut Ave NW,10,13,0,23,38.923389,-77.051833,2020-08-17 09:03:05,True,True
222,National Zoo,3001 CONNECTICUT AVENUE NW,-77.05442859,38.93061121,293230,POINT(-77.05442859 38.93061121),301,Calvert St & Woodley Pl NW,42.0,19,38.923583,-77.050046,active,POINT(-77.050046 38.923583),True,0.5398402412383045,Calvert St & Woodley Pl NW,5,13,1,19,38.923583,-77.050046,2020-08-17 09:03:05,True,True
223,National Zoo,3001 CONNECTICUT AVENUE NW,-77.05442859,38.93061121,293230,POINT(-77.05442859 38.93061121),85,Harvard St & Adams Mill Rd NW,42.0,15,38.927872,-77.043358,active,POINT(-77.043358 38.927872),True,0.624544261667234,Harvard St & Adams Mill Rd NW,5,4,0,15,38.927872,-77.043358,2020-08-17 09:03:05,True,True
224,Rock Creek Park Nature Center and Planetarium,5200 GLOVER ROAD NW,-77.05168557,38.95991748,308551,POINT(-77.05168557 38.95991748),218,14th St & Colorado Ave NW,42.0,19,38.956432,-77.032947,active,POINT(-77.032947 38.956432),True,1.0353984128678153,14th St & Colorado Ave NW,1,17,0,19,38.956432,-77.032947,2020-08-17 09:03:05,False,True
225,Rock Creek Park Nature Center and Planetarium,5200 GLOVER ROAD NW,-77.05168557,38.95991748,308551,POINT(-77.05168557 38.95991748),228,Connecticut & Nebraska Ave NW,42.0,23,38.955016,-77.069956,active,POINT(-77.069956 38.955016),True,1.038631057239641,Connecticut & Nebraska Ave NW,6,16,2,23,38.955016,-77.069956,2020-08-17 09:03:05,True,True
226,Rock Creek Park Nature Center and Planetarium,5200 GLOVER ROAD NW,-77.05168557,38.95991748,308551,POINT(-77.05168557 38.95991748),534,14th & Luzon St NW,42.0,19,38.969489,-77.033509,active,POINT(-77.033509 38.969489),True,1.179611735050208,14th & Luzon St NW,6,4,0,10,38.969489,-77.033509,2020-08-17 09:03:05,True,True
227,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),402,2nd St & Massachusetts Ave NE,42.0,23,38.894971999999996,-77.003135,active,POINT(-77.003135 38.894972),True,0.19532988794622005,2nd St & Massachusetts Ave NE,15,8,1,23,38.894972,-77.003135,2020-08-17 09:03:05,True,True
228,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),98,4th & East Capitol St NE,42.0,11,38.889955,-77.000349,active,POINT(-77.000349 38.889955),True,0.239553325857342,4th & East Capitol St NE,2,9,1,11,38.889955,-77.000349,2020-08-17 09:03:05,False,True
229,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),548,Massachusetts Ave & 6th St NE,42.0,19,38.892934000000004,-76.998273,active,POINT(-76.998273 38.892934),True,0.2994134687244142,Massachusetts Ave & 6th St NE,4,15,0,19,38.892934,-76.998273,2020-08-17 09:03:05,True,True
230,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),113,Columbus Circle / Union Station,42.0,55,38.89696,-77.00493,active,POINT(-77.00493 38.89696),True,0.3358266586517825,Columbus Circle / Union Station,19,36,1,55,38.89696,-77.00493,2020-08-17 09:03:05,True,True
231,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),247,3rd St & Pennsylvania Ave SE,42.0,15,38.887378000000005,-77.00195500000001,active,POINT(-77.001955 38.887378),True,0.34619044786111114,3rd St & Pennsylvania Ave SE,10,5,1,15,38.88737800000001,-77.00195500000002,2020-08-17 09:03:05,True,True
232,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),247,3rd St & Pennsylvania Ave SE,42.0,15,38.887378000000005,-77.00195500000001,active,POINT(-77.001955 38.887378),True,0.4158992980312815,3rd St & Pennsylvania Ave SE,10,5,1,15,38.88737800000001,-77.00195500000002,2020-08-17 09:03:05,True,True
233,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),110,37th & O St NW / Georgetown University,42.0,23,38.907740000000004,-77.071652,active,POINT(-77.071652 38.90774),True,0.12880336863556874,37th & O St NW / Georgetown University,4,19,0,23,38.90774,-77.071652,2020-08-17 09:03:05,True,True
234,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),110,37th & O St NW / Georgetown University,42.0,23,38.907740000000004,-77.071652,active,POINT(-77.071652 38.90774),True,0.5331451762020692,37th & O St NW / Georgetown University,4,19,0,23,38.90774,-77.071652,2020-08-17 09:03:05,True,True
235,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),330,34th & Water St NW,42.0,19,38.90366269005048,-77.0676684380669,active,POINT(-77.0676684380669 38.9036626900505),True,0.2253851691245003,34th & Water St NW,9,10,0,19,38.9037315,-77.06752850000002,2020-08-17 09:03:05,True,True
236,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),473,Potomac & M St NW,42.0,19,38.905368,-77.065149,active,POINT(-77.065149 38.905368),True,0.2748806570246147,Potomac & M St NW,5,14,1,19,38.905368,-77.065149,2020-08-17 09:03:05,True,True
237,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),473,Potomac & M St NW,42.0,19,38.905368,-77.065149,active,POINT(-77.065149 38.905368),True,0.4385890110313623,Potomac & M St NW,5,14,1,19,38.905368,-77.065149,2020-08-17 09:03:05,True,True
238,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),87,C & O Canal & Wisconsin Ave NW,42.0,23,38.90375,-77.06269,active,POINT(-77.06269 38.90375),True,0.4367541998048724,C & O Canal & Wisconsin Ave NW,16,7,1,23,38.90375,-77.06269,2020-08-17 09:03:05,True,True
239,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),87,C & O Canal & Wisconsin Ave NW,42.0,23,38.90375,-77.06269,active,POINT(-77.06269 38.90375),True,0.5349336273948277,C & O Canal & Wisconsin Ave NW,16,7,1,23,38.90375,-77.06269,2020-08-17 09:03:05,True,True
