,station_id,num_bikes_available,num_docks_available,num_ebikes_available,num_bikes_disabled,num_docks_disabled,last_reported,is_renting,is_returning,last_updated_date
0,1,15,0,0,0,0,1594972994,1,1,2020-07-17 08:41:35
1,2,10,1,0,0,0,1594973596,1,1,2020-07-17 08:41:35
2,3,15,1,0,1,0,1594991152,1,1,2020-07-17 08:41:35
3,4,10,1,0,0,0,1594986556,1,1,2020-07-17 08:41:35
4,5,3,8,0,0,0,1594975099,1,1,2020-07-17 08:41:35
5,6,18,1,0,0,0,1594984624,1,1,2020-07-17 08:41:35
6,7,13,2,2,0,0,1594988484,1,1,2020-07-17 08:41:35
7,8,8,11,0,0,0,1594990111,1,1,2020-07-17 08:41:35
8,10,4,6,0,0,0,1594990442,1,1,2020-07-17 08:41:35
9,11,3,8,1,0,0,1594990711,1,1,2020-07-17 08:41:35
10,12,13,4,0,0,0,1594991210,1,1,2020-07-17 08:41:35
11,13,9,2,0,0,0,1594986546,1,1,2020-07-17 08:41:35
12,14,8,7,0,0,0,1594993265,1,1,2020-07-17 08:41:35
13,15,7,22,0,1,0,1594992790,1,1,2020-07-17 08:41:35
14,16,8,19,0,0,0,1594990988,1,1,2020-07-17 08:41:35
15,17,18,14,1,1,0,1594992736,1,1,2020-07-17 08:41:35
16,18,4,11,0,0,0,1594992219,1,1,2020-07-17 08:41:35
17,19,2,17,0,0,0,1594975806,1,1,2020-07-17 08:41:35
18,20,1,22,1,0,0,1594992148,1,1,2020-07-17 08:41:35
19,21,3,16,0,0,0,1594993104,1,1,2020-07-17 08:41:35
20,22,5,17,0,1,0,1594992938,1,1,2020-07-17 08:41:35
21,23,9,9,0,0,0,1594992980,1,1,2020-07-17 08:41:35
22,24,8,9,0,1,1,1594993087,1,1,2020-07-17 08:41:35
23,25,9,14,0,0,0,1594993254,1,1,2020-07-17 08:41:35
24,26,2,13,0,0,0,1594992785,1,1,2020-07-17 08:41:35
25,27,15,20,1,0,0,1594993104,1,1,2020-07-17 08:41:35
26,28,5,13,0,1,0,1594990419,1,1,2020-07-17 08:41:35
27,29,11,8,0,0,0,1594991916,1,1,2020-07-17 08:41:35
28,30,4,7,0,0,0,1594988493,1,1,2020-07-17 08:41:35
29,31,10,9,1,0,0,1594992457,1,1,2020-07-17 08:41:35
30,32,11,4,0,0,0,1594992735,1,1,2020-07-17 08:41:35
31,33,7,12,0,0,0,1594992990,1,1,2020-07-17 08:41:35
32,34,0,11,0,0,0,1594974196,1,1,2020-07-17 08:41:35
33,35,0,11,0,0,0,1594990376,1,1,2020-07-17 08:41:35
34,36,8,2,0,1,0,1594974196,1,1,2020-07-17 08:41:35
35,37,9,6,0,0,0,1594974497,1,1,2020-07-17 08:41:35
36,38,5,6,0,0,0,1594984304,1,1,2020-07-17 08:41:35
37,39,9,2,0,0,0,1594973296,1,1,2020-07-17 08:41:35
38,40,5,6,0,0,0,1594974871,1,1,2020-07-17 08:41:35
39,41,7,4,0,0,0,1594987341,1,1,2020-07-17 08:41:35
40,42,4,10,0,1,0,1594992167,1,1,2020-07-17 08:41:35
41,43,7,7,0,0,1,1594993203,1,1,2020-07-17 08:41:35
42,44,2,8,0,1,0,1594993085,1,1,2020-07-17 08:41:35
43,45,26,13,0,0,0,1594991027,1,1,2020-07-17 08:41:35
44,46,3,11,0,0,0,1594991588,1,1,2020-07-17 08:41:35
45,47,5,10,0,0,0,1594993259,1,1,2020-07-17 08:41:35
46,48,9,6,0,0,0,1594976334,1,1,2020-07-17 08:41:35
47,49,3,14,0,0,0,1594990188,1,1,2020-07-17 08:41:35
48,51,29,15,0,1,0,1594991752,1,1,2020-07-17 08:41:35
49,52,14,1,0,0,0,1594992689,1,1,2020-07-17 08:41:35
50,53,12,7,0,0,0,1594992592,1,1,2020-07-17 08:41:35
51,54,20,3,1,0,0,1594991538,1,1,2020-07-17 08:41:35
52,55,10,5,0,0,0,1594992914,1,1,2020-07-17 08:41:35
53,56,7,4,0,0,0,1594990690,1,1,2020-07-17 08:41:35
54,57,11,4,0,0,0,1594992588,1,1,2020-07-17 08:41:35
55,58,7,8,0,0,0,1594983072,1,1,2020-07-17 08:41:35
56,59,10,9,0,0,0,1594992016,1,1,2020-07-17 08:41:35
57,60,5,10,0,0,0,1594992189,1,1,2020-07-17 08:41:35
58,61,8,7,0,0,0,1594991703,1,1,2020-07-17 08:41:35
59,62,5,6,0,0,0,1594991502,1,1,2020-07-17 08:41:35
60,63,1,13,0,1,0,1594992777,1,1,2020-07-17 08:41:35
61,64,8,10,1,1,0,1594990437,1,1,2020-07-17 08:41:35
62,65,2,9,0,0,0,1594991696,1,1,2020-07-17 08:41:35
63,66,5,6,0,0,0,1594974798,1,1,2020-07-17 08:41:35
64,67,9,2,0,0,0,1594973596,1,1,2020-07-17 08:41:35
65,68,5,10,0,0,0,1594991930,1,1,2020-07-17 08:41:35
66,69,6,17,1,0,0,1594991852,1,1,2020-07-17 08:41:35
67,70,7,4,0,0,0,1594973896,1,1,2020-07-17 08:41:35
68,71,27,12,0,0,0,1594988422,1,1,2020-07-17 08:41:35
69,72,7,11,0,1,0,1594990758,1,1,2020-07-17 08:41:35
70,73,9,2,0,0,0,1594989175,1,1,2020-07-17 08:41:35
71,74,15,0,0,0,0,1594989809,1,1,2020-07-17 08:41:35
72,75,12,2,0,1,0,1594987224,1,1,2020-07-17 08:41:35
73,76,26,5,1,0,0,1594992909,1,1,2020-07-17 08:41:35
74,77,4,14,0,1,0,1594988443,1,1,2020-07-17 08:41:35
75,78,3,15,1,0,0,1594992973,1,1,2020-07-17 08:41:35
76,79,23,4,0,0,0,1594992580,1,1,2020-07-17 08:41:35
77,80,4,11,0,0,0,1594993008,1,1,2020-07-17 08:41:35
78,81,23,4,1,0,0,1594992529,1,1,2020-07-17 08:41:35
79,82,30,1,0,0,0,1594992022,1,1,2020-07-17 08:41:35
80,84,1,22,0,0,0,1594992352,1,1,2020-07-17 08:41:35
81,85,9,6,0,0,0,1594989693,1,1,2020-07-17 08:41:35
82,86,13,6,0,0,0,1594990481,1,1,2020-07-17 08:41:35
83,87,19,4,2,0,0,1594992727,1,1,2020-07-17 08:41:35
84,88,7,12,0,0,0,1594992558,1,1,2020-07-17 08:41:35
85,89,3,20,0,0,0,1594993110,1,1,2020-07-17 08:41:35
86,90,5,6,0,0,0,1594979869,1,1,2020-07-17 08:41:35
87,91,9,13,1,1,0,1594992437,1,1,2020-07-17 08:41:35
88,92,19,14,0,0,0,1594992240,1,1,2020-07-17 08:41:35
89,93,6,9,1,0,0,1594992561,1,1,2020-07-17 08:41:35
90,94,14,9,0,0,0,1594992159,1,1,2020-07-17 08:41:35
91,95,15,8,0,0,0,1594992776,1,1,2020-07-17 08:41:35
92,96,15,4,0,0,0,1594990306,1,1,2020-07-17 08:41:35
93,97,13,2,0,0,0,1594992232,1,1,2020-07-17 08:41:35
94,98,4,7,0,0,0,1594989919,1,1,2020-07-17 08:41:35
95,99,4,21,0,0,0,1594990917,1,1,2020-07-17 08:41:35
96,100,1,10,1,0,0,1594983647,1,1,2020-07-17 08:41:35
97,101,15,16,0,0,0,1594991151,1,1,2020-07-17 08:41:35
98,102,2,20,0,1,0,1594992096,1,1,2020-07-17 08:41:35
99,103,35,4,3,0,0,1594992447,1,1,2020-07-17 08:41:35
100,104,19,6,0,0,0,1594986842,1,1,2020-07-17 08:41:35
