,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,Station_Name_x,closest,approx_distance_miles,Station_Name_y,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
4033,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),552,Rosedale Rec Center,42.0,19,38.897808000000005,-76.97963399999999,active,POINT(-76.979634 38.897808),Rosedale Rec Center,True,1.1366335720189058,Rosedale Rec Center,17,2,0,19,38.89780800000001,-76.97963399999998,2020-08-18 12:55:50,True,False
4034,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),552,Rosedale Rec Center,42.0,19,38.897808000000005,-76.97963399999999,active,POINT(-76.979634 38.897808),Rosedale Rec Center,True,1.3543534974875966,Rosedale Rec Center,17,2,0,19,38.89780800000001,-76.97963399999998,2020-08-18 12:55:50,True,False
4035,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,41.0,19,38.8946,-77.072305,active,POINT(-77.072305 38.8946),Rosslyn Metro / Wilson Blvd & Ft Myer Dr,True,0.8178408288456165,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,7,12,0,19,38.8946,-77.072305,2020-08-18 12:55:50,True,True
4036,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,41.0,19,38.8946,-77.072305,active,POINT(-77.072305 38.8946),Rosslyn Metro / Wilson Blvd & Ft Myer Dr,True,1.2701067507343693,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,7,12,0,19,38.8946,-77.072305,2020-08-18 12:55:50,True,True
4037,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,41.0,19,38.8946,-77.072305,active,POINT(-77.072305 38.8946),Rosslyn Metro / Wilson Blvd & Ft Myer Dr,True,1.4223801567030792,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,7,12,0,19,38.8946,-77.072305,2020-08-18 12:55:50,True,True
4038,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.26375367023096563,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4039,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.3502737434864275,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4040,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.4975061497781173,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4041,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.5146259867978296,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4042,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.5605110495351234,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4043,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.5675796615107881,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4044,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.6144242960301844,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4045,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.6350022665452278,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4046,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.654917868282123,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4047,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.6729255523435828,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4048,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.7112075388816369,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4049,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.7171113537537621,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4050,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.7171113537537621,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4051,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.7522740530189933,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4052,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.7744480814473997,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4053,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.8501319697332796,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4054,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.8626973699841752,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4055,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,0.934348338862338,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4056,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.053688638249241,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4057,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.0690953959210288,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4058,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.1834560985151945,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4059,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.2716675869598482,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4060,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.2971295731351913,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4061,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.3464049341751048,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4062,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.3560375631310155,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4063,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42.0,35,38.888767,-77.02858,active,POINT(-77.02858 38.888767),Smithsonian-National Mall / Jefferson Dr & 12th St SW,True,1.3866081021557897,Smithsonian-National Mall / Jefferson Dr & 12th St SW,21,14,0,35,38.888774,-77.02869399999999,2020-08-18 12:55:50,True,True
4064,Frederick Douglass National Historic Site,1411 W STREET SE,-76.98517717,38.863382,293207,POINT(-76.98517717 38.863382),531,Stanton Square SE,42.0,19,38.855004,-76.984512,active,POINT(-76.984512 38.855004),Stanton Square SE,True,0.5800939892288179,Stanton Square SE,0,19,0,19,38.855004,-76.984512,2020-08-18 12:55:50,False,True
4065,America's Islamic Heritage Museum,2315 MARTIN LUTHER KING JR AVENUE SE,-76.99188292,38.86324023,147815,POINT(-76.99188292 38.86324023),531,Stanton Square SE,42.0,19,38.855004,-76.984512,active,POINT(-76.984512 38.855004),Stanton Square SE,True,0.6937695630529055,Stanton Square SE,0,19,0,19,38.855004,-76.984512,2020-08-18 12:55:50,False,True
4066,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.17978007173567165,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4067,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.19171101173406266,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4068,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.26102617645161125,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4069,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.3082543949006945,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4070,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.5085581196545818,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4071,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.5484176250906405,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4072,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.5674643123299671,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4073,Whittemore House,1526 NEW HAMPSHIRE AVENUE NW,-77.04266708,38.91093038,225724,POINT(-77.04266708 38.91093038),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.6479125892629799,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4074,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.6672468506739438,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4075,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7039255478870725,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4076,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7163257532007073,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4077,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7379476446658749,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4078,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7396951708528821,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4079,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7396951708528821,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4080,O Street Museum,2020 O STREET NW,-77.04592519,38.90838357,243057,POINT(-77.04592519 38.90838357),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7420952243054662,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4081,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7910537436288667,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4082,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.7964343689576733,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4083,African American Civil War Memorial Museum,1925 VERMONT AVENUE NW,-77.02536383,38.91643609,310615,POINT(-77.02536383 38.91643609),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.8230633405868109,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4084,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.8384316615892926,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4085,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.8517391422468078,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4086,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.8707097078061936,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4087,Anderson House,2118 MASSACHUSETTS AVENUE NW,-77.04770288,38.91071637,293220,POINT(-77.04770288 38.91071637),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.8827201902267102,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4088,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.895040779462607,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4089,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.9050731028173054,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4090,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.9184839319247132,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4091,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.9600692825441716,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4092,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,0.9610621955792568,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4093,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.0356790010168622,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4094,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.136101145548407,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4095,Woodrow Wilson House,2340 S STREET NW,-77.05170373,38.91385408,218994,POINT(-77.05170373 38.91385408),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.1698763590661914,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4096,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.2148358586917192,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4097,Dumbarton House,2715 Q STREET NW,-77.05586536,38.91085356,273151,POINT(-77.05586536 38.91085356),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.3023094056869586,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4098,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.3282083163799552,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4099,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.3292041701166797,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4100,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.354018563678281,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4101,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.370856902780098,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4102,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),137,Thomas Circle,42.0,33,38.9059,-77.0325,active,POINT(-77.0325 38.9059),Thomas Circle,True,1.4286608843324833,Thomas Circle,5,26,0,33,38.9059,-77.0325,2020-08-18 12:55:50,True,True
4103,The National Bonsai and Penjing Museum,3501 NEW YORK AVENUE NE,-76.96989039,38.9124031,293238,POINT(-76.96989039 38.9124031),551,Trinidad Rec Center,42.0,19,38.906299,-76.983221,active,POINT(-76.983221 38.906299),Trinidad Rec Center,True,0.8317740825067763,Trinidad Rec Center,2,17,0,19,38.906299,-76.983221,2020-08-18 12:55:50,False,True
